-54,-62,-57,-68,2
-40,-64,-45,-70,1
-56,-75,-80,-34,4
-48,-65,-38,-78,3
-55,-61,-82,-34,4
-57,-64,-49,-78,3
-28,-38,-45,-67,1
-54,-66,-72,-73,2
-46,-59,-62,-60,2
-40,-65,-42,-74,1
-43,-62,-80,-45,4
-44,-59,-36,-58,3
-64,-68,-79,-48,4
-37,-53,-44,-58,3
-37,-60,-52,-67,1
-55,-65,-71,-65,2
-39,-63,-62,-74,1
-57,-74,-81,-44,4
-50,-68,-57,-70,2
-46,-71,-43,-73,3
-32,-45,-62,-77,1
-45,-61,-44,-71,3
-46,-72,-68,-46,4
-54,-64,-74,-60,2
-25,-36,-62,-63,1
-54,-64,-41,-72,3
-44,-71,-74,-37,4
-46,-49,-72,-73,2
-27,-39,-49,-77,1
-47,-60,-76,-33,4
-44,-56,-52,-52,2
-53,-50,-49,-80,3
-32,-46,-41,-73,1
-60,-59,-80,-44,4
-40,-69,-43,-69,3
-38,-70,-54,-57,2
-60,-56,-50,-67,3
-31,-47,-44,-71,1
-42,-68,-73,-62,2
-57,-66,-58,-42,4
-31,-42,-58,-66,1
-55,-60,-46,-62,3
-58,-64,-72,-49,4
-51,-71,-53,-57,2
-28,-61,-58,-80,1
-61,-54,-54,-59,3
-44,-61,-67,-59,2
-62,-60,-71,-49,4
-38,-35,-52,-74,1
-59,-60,-38,-58,3
-54,-65,-62,-49,4
-52,-49,-64,-60,2
-46,-52,-51,-73,3
-39,-35,-48,-71,1
-40,-66,-53,-63,2
-47,-65,-81,-48,4
-30,-62,-49,-78,1
-50,-71,-61,-33,4
-55,-50,-72,-63,2
-54,-62,-43,-59,3
-45,-57,-56,-55,2
-49,-55,-42,-67,3
-40,-49,-49,-73,1
-62,-63,-81,-45,4
-39,-51,-71,-56,2
-32,-46,-53,-70,1
-62,-68,-43,-83,3
-44,-66,-78,-38,4
-39,-72,-41,-76,3
-52,-68,-56,-52,2
-39,-62,-53,-71,1
-44,-72,-63,-50,4
-28,-55,-57,-67,1
-44,-59,-76,-47,4
-47,-58,-53,-67,2
-37,-50,-63,-68,3
-36,-59,-55,-72,1
-41,-57,-53,-60,2
-52,-53,-43,-62,3
-58,-64,-67,-34,4
-59,-64,-46,-71,3
-40,-61,-67,-50,2
-45,-63,-64,-48,4
-25,-37,-51,-70,1
-51,-66,-58,-54,2
-55,-74,-58,-80,3
-44,-69,-72,-33,4
-37,-63,-55,-66,1
-33,-61,-57,-60,1
-44,-71,-73,-64,2
-54,-72,-60,-50,4
-39,-43,-34,-78,3
-49,-69,-63,-66,2
-40,-38,-53,-67,1
-46,-49,-63,-72,3
-60,-72,-66,-35,4
-62,-67,-77,-35,4
-39,-50,-58,-62,1
-44,-56,-58,-56,2
-53,-52,-56,-80,3
-33,-60,-43,-65,1
-47,-60,-78,-42,4
-37,-70,-49,-77,3
-47,-67,-62,-53,2
-34,-51,-54,-74,1
-51,-49,-57,-50,2
-62,-50,-33,-82,3
-50,-75,-68,-35,4
-36,-59,-47,-61,1
-54,-61,-63,-75,3
-55,-58,-52,-73,2
-61,-69,-76,-43,4
-56,-69,-39,-81,3
-32,-42,-52,-66,1
-52,-73,-70,-37,4
-40,-70,-57,-72,2
-46,-55,-59,-83,3
-51,-69,-51,-72,2
-56,-60,-76,-39,4
-36,-55,-57,-74,1
-25,-65,-54,-67,1
-47,-69,-43,-58,3
-48,-71,-53,-72,2
-50,-72,-73,-50,4
-38,-52,-58,-78,3
-39,-49,-55,-56,2
-50,-73,-78,-44,4
-38,-50,-41,-63,1
-40,-39,-56,-75,1
-38,-60,-55,-58,2
-57,-54,-33,-70,3
-52,-71,-67,-35,4
-64,-72,-71,-46,4
-26,-54,-58,-79,1
-40,-60,-70,-67,2
-40,-62,-39,-76,3
-26,-41,-40,-65,1
-46,-64,-54,-66,2
-59,-70,-61,-76,3
-53,-75,-63,-45,4
-36,-48,-30,-72,3
-32,-62,-51,-68,1
-63,-66,-82,-34,4
-55,-55,-53,-69,2
-53,-72,-46,-70,3
-37,-55,-51,-50,2
-54,-72,-69,-49,4
-35,-54,-53,-76,1
-33,-64,-47,-78,1
-52,-49,-70,-56,2
-59,-61,-77,-36,4
-41,-44,-41,-64,3
-48,-71,-61,-50,4
-47,-52,-61,-71,2
-32,-35,-48,-70,1
-61,-45,-48,-80,3
-25,-37,-56,-79,1
-56,-68,-62,-49,4
-52,-51,-64,-50,2
-45,-42,-41,-58,3
-48,-59,-55,-69,3
-57,-69,-66,-33,4
-31,-53,-56,-61,1
-53,-67,-74,-51,2
-41,-70,-61,-77,3
-46,-71,-72,-65,2
-32,-41,-52,-76,1
-51,-71,-79,-39,4
-51,-66,-81,-39,4
-44,-52,-69,-58,2
-26,-53,-54,-80,1
-50,-70,-56,-70,3
-58,-64,-65,-42,4
-37,-66,-60,-50,2
-54,-72,-52,-61,3
-37,-65,-47,-59,1
-26,-36,-40,-67,1
-37,-50,-58,-66,2
-54,-70,-64,-42,4
-57,-62,-35,-76,3
-46,-71,-65,-66,2
-60,-41,-42,-65,3
-57,-69,-80,-48,4
-32,-63,-48,-71,1
-25,-58,-61,-61,1
-59,-66,-67,-40,4
-46,-70,-75,-59,2
-41,-72,-35,-80,3
-27,-54,-61,-71,1
-38,-51,-35,-73,3
-46,-59,-71,-61,2
-47,-63,-70,-49,4
-54,-74,-67,-47,4
-55,-64,-39,-72,3
-37,-36,-58,-66,1
-45,-64,-71,-50,2
-53,-70,-67,-39,4
-49,-54,-70,-73,2
-27,-55,-48,-73,1
-61,-58,-40,-69,3
-62,-72,-64,-48,4
-46,-50,-64,-65,3
-44,-52,-57,-61,2
-30,-61,-55,-66,1
-58,-67,-77,-45,4
-38,-48,-52,-75,3
-39,-61,-66,-69,2
-25,-58,-43,-64,1
-50,-54,-52,-71,2
-62,-50,-63,-79,3
-43,-68,-79,-39,4
-29,-46,-52,-61,1
-51,-61,-65,-47,4
-47,-67,-72,-54,2
-34,-52,-54,-59,1
-47,-46,-31,-59,3
-33,-52,-57,-64,1
-48,-62,-44,-65,3
-45,-56,-55,-60,2
-55,-65,-73,-40,4
-26,-40,-52,-67,1
-54,-53,-65,-70,2
-57,-68,-43,-80,3
-49,-73,-65,-48,4
-39,-56,-59,-79,1
-45,-54,-55,-74,3
-60,-72,-75,-42,4
-51,-63,-53,-69,2
-29,-59,-55,-59,1
-45,-73,-62,-41,4
-49,-52,-32,-78,3
-44,-50,-71,-63,2
-55,-67,-68,-68,2
-40,-64,-49,-70,1
-61,-69,-76,-34,4
-57,-57,-35,-81,3
-26,-38,-57,-63,1
-53,-53,-32,-64,3
-63,-64,-58,-46,4
-51,-69,-55,-61,2
-59,-73,-63,-44,4
-41,-57,-68,-66,2
-40,-57,-48,-77,1
-60,-42,-63,-67,3
-28,-62,-47,-79,1
-59,-59,-62,-74,3
-64,-64,-78,-43,4
-37,-57,-56,-67,2
-53,-55,-71,-55,2
-40,-39,-40,-67,1
-44,-73,-45,-76,3
-55,-66,-60,-39,4
-53,-56,-52,-62,2
-29,-65,-61,-72,1
-52,-67,-59,-41,4
-44,-71,-57,-79,3
-40,-60,-68,-67,2
-47,-59,-77,-37,4
-32,-65,-43,-74,1
-57,-44,-56,-63,3
-62,-59,-28,-72,3
-37,-36,-55,-70,1
-53,-70,-58,-72,2
-53,-73,-71,-49,4
-39,-49,-40,-80,1
-46,-70,-72,-36,4
-52,-50,-57,-70,3
-45,-54,-69,-54,2
-28,-40,-54,-80,1
-53,-57,-53,-58,2
-38,-67,-64,-70,3
-62,-67,-59,-43,4
-38,-56,-62,-65,3
-38,-36,-47,-76,1
-49,-73,-67,-38,4
-51,-69,-67,-67,2
-40,-45,-49,-61,1
-50,-60,-33,-70,3
-55,-54,-68,-60,2
-53,-67,-70,-33,4
-50,-74,-73,-47,4
-34,-36,-43,-77,1
-62,-74,-32,-70,3
-53,-60,-51,-67,2
-48,-72,-40,-73,3
-49,-61,-63,-34,4
-39,-66,-71,-52,2
-30,-39,-40,-74,1
-48,-60,-63,-44,4
-43,-67,-50,-81,3
-36,-51,-47,-78,1
-55,-50,-67,-67,2
-53,-68,-52,-67,3
-54,-58,-62,-68,2
-36,-38,-42,-79,1
-59,-62,-73,-43,4
-53,-68,-44,-80,3
-34,-51,-47,-75,1
-49,-60,-60,-55,2
-57,-67,-71,-35,4
-63,-68,-57,-46,4
-62,-56,-51,-68,3
-26,-47,-41,-59,1
-38,-52,-60,-50,2
-52,-43,-49,-64,3
-29,-36,-57,-70,1
-63,-60,-82,-46,4
-51,-57,-63,-66,2
-36,-48,-60,-77,3
-38,-53,-42,-73,1
-37,-61,-53,-51,2
-48,-60,-79,-36,4
-50,-72,-32,-59,3
-34,-49,-45,-63,1
-43,-55,-73,-67,2
-61,-63,-58,-43,4
-33,-57,-58,-65,1
-63,-62,-79,-47,4
-48,-48,-38,-60,3
-54,-49,-71,-66,2
-44,-51,-47,-69,3
-41,-59,-52,-70,2
-30,-51,-44,-67,1
-50,-72,-70,-46,4
-36,-52,-54,-66,1
-39,-55,-70,-54,2
-56,-71,-77,-48,4
-53,-53,-39,-73,3
-62,-61,-81,-33,4
-30,-63,-50,-76,1
-41,-66,-63,-73,2
-59,-43,-61,-75,3
-53,-65,-71,-43,4
-38,-41,-45,-73,1
-41,-73,-60,-75,3
-40,-67,-65,-69,2
-31,-35,-58,-59,1
-51,-61,-43,-60,3
-52,-68,-61,-44,4
-47,-52,-66,-72,2
-60,-68,-58,-34,4
-47,-61,-55,-71,2
-26,-39,-42,-67,1
-42,-52,-49,-75,3
-45,-60,-63,-41,4
-33,-61,-48,-75,1
-56,-47,-37,-58,3
-55,-52,-70,-67,2
-49,-46,-64,-76,3
-34,-59,-46,-68,1
-52,-69,-57,-44,4
-55,-57,-73,-50,2
-47,-63,-64,-59,2
-39,-71,-46,-65,3
-61,-73,-66,-40,4
-35,-44,-52,-78,1
-55,-70,-77,-33,4
-47,-56,-53,-72,2
-52,-71,-34,-76,3
-28,-36,-52,-61,1
-47,-49,-32,-83,3
-44,-64,-77,-42,4
-26,-48,-61,-73,1
-48,-57,-75,-65,2
-39,-46,-52,-77,1
-57,-61,-80,-38,4
-51,-71,-65,-59,2
-45,-62,-30,-71,3
-50,-60,-74,-59,2
-62,-68,-69,-46,4
-61,-50,-44,-80,3
-38,-54,-53,-76,1
-32,-39,-43,-65,1
-44,-52,-73,-63,2
-59,-73,-64,-38,4
-59,-68,-38,-60,3
-44,-68,-75,-46,4
-42,-49,-58,-69,2
-36,-62,-52,-59,1
-48,-73,-50,-78,3
-38,-52,-32,-58,3
-48,-67,-62,-33,4
-40,-57,-53,-67,1
-42,-52,-62,-69,2
-59,-53,-28,-83,3
-40,-58,-59,-70,2
-32,-60,-42,-67,1
-49,-70,-62,-47,4
-32,-63,-44,-78,1
-53,-55,-40,-58,3
-61,-62,-62,-46,4
-37,-71,-53,-55,2
-27,-41,-58,-79,1
-59,-50,-40,-61,3
-49,-53,-72,-64,2
-59,-70,-63,-47,4
-54,-61,-29,-59,3
-56,-73,-79,-46,4
-55,-49,-58,-73,2
-30,-51,-50,-75,1
-45,-55,-58,-58,2
-39,-67,-35,-79,3
-55,-64,-66,-38,4
-34,-60,-59,-62,1
-38,-47,-43,-62,1
-51,-49,-75,-58,2
-40,-45,-58,-64,3
-53,-65,-62,-44,4
-36,-54,-31,-63,3
-27,-61,-45,-62,1
-52,-59,-77,-40,4
-46,-52,-68,-70,2
-57,-64,-78,-46,4
-29,-35,-51,-75,1
-57,-43,-29,-75,3
-38,-59,-66,-68,2
-40,-59,-56,-72,3
-31,-59,-53,-61,1
-51,-61,-62,-35,4
-55,-60,-61,-51,2
-60,-71,-60,-72,3
-27,-43,-44,-70,1
-40,-58,-55,-59,2
-44,-64,-58,-43,4
-55,-50,-57,-59,3
-43,-64,-59,-47,4
-44,-50,-54,-68,2
-26,-55,-53,-63,1
-58,-61,-60,-38,4
-57,-61,-64,-81,3
-44,-67,-62,-51,2
-27,-58,-56,-71,1
-40,-42,-49,-68,1
-40,-47,-58,-71,3
-52,-57,-55,-55,2
-63,-66,-79,-34,4
-46,-49,-57,-62,2
-54,-74,-64,-44,4
-34,-64,-60,-77,1
-58,-42,-47,-74,3
-45,-75,-82,-43,4
-50,-52,-29,-67,3
-43,-69,-57,-69,2
-34,-62,-50,-64,1
-48,-52,-62,-52,2
-40,-47,-62,-80,3
-35,-40,-52,-76,1
-52,-73,-73,-33,4
-50,-61,-65,-47,4
-40,-59,-75,-67,2
-45,-53,-62,-76,3
-39,-35,-57,-79,1
-36,-47,-39,-61,3
-49,-72,-71,-36,4
-44,-50,-54,-67,2
-25,-35,-61,-78,1
-38,-61,-51,-59,1
-46,-63,-63,-53,2
-57,-74,-77,-40,4
-53,-64,-40,-62,3
-55,-67,-70,-47,4
-55,-64,-60,-83,3
-52,-67,-57,-64,2
-25,-52,-60,-59,1
-31,-62,-50,-69,1
-49,-49,-71,-72,2
-49,-45,-45,-76,3
-52,-63,-57,-50,4
-27,-52,-62,-71,1
-42,-51,-44,-75,3
-44,-63,-61,-45,4
-44,-58,-70,-53,2
-62,-62,-45,-64,3
-32,-65,-58,-77,1
-52,-71,-69,-67,2
-58,-59,-74,-35,4
-43,-60,-69,-41,4
-54,-57,-49,-72,3
-29,-60,-55,-66,1
-38,-55,-66,-63,2
-37,-51,-51,-83,3
-59,-60,-58,-37,4
-32,-57,-45,-79,1
-52,-57,-64,-68,2
-39,-60,-66,-71,2
-62,-51,-31,-75,3
-31,-64,-41,-74,1
-58,-64,-80,-35,4
-41,-57,-62,-58,2
-30,-53,-43,-79,1
-46,-66,-79,-46,4
-51,-45,-50,-68,3
-26,-36,-59,-77,1
-46,-64,-72,-35,4
-52,-52,-62,-73,2
-48,-69,-50,-72,3
-29,-44,-53,-71,1
-48,-60,-66,-39,4
-46,-55,-58,-60,2
-40,-65,-44,-62,3
-43,-57,-52,-55,2
-64,-63,-67,-33,4
-44,-46,-52,-64,3
-26,-40,-40,-65,1
-39,-50,-58,-66,2
-33,-65,-49,-62,1
-40,-47,-55,-80,3
-48,-64,-77,-34,4
-40,-64,-56,-59,1
-44,-65,-80,-50,4
-40,-68,-57,-71,3
-54,-54,-55,-50,2
-55,-52,-61,-62,2
-48,-60,-47,-58,3
-32,-62,-41,-73,1
-49,-75,-74,-48,4
-46,-71,-68,-58,2
-51,-74,-82,-44,4
-60,-71,-41,-64,3
-26,-59,-56,-62,1
-53,-55,-54,-77,3
-40,-63,-60,-64,2
-33,-50,-62,-62,1
-54,-70,-65,-44,4
-50,-54,-54,-55,2
-48,-56,-30,-63,3
-30,-52,-62,-78,1
-55,-71,-62,-36,4
-28,-45,-42,-80,1
-53,-66,-56,-50,2
-46,-48,-36,-62,3
-57,-62,-64,-36,4
-61,-70,-73,-46,4
-28,-54,-53,-75,1
-57,-48,-36,-65,3
-41,-53,-75,-73,2
-39,-50,-55,-63,1
-44,-50,-65,-61,2
-46,-43,-34,-64,3
-62,-60,-74,-48,4
-27,-38,-44,-61,1
-64,-67,-76,-40,4
-42,-71,-67,-56,2
-36,-55,-58,-77,3
-45,-62,-74,-58,2
-36,-73,-43,-70,3
-48,-68,-57,-47,4
-35,-54,-52,-80,1
-39,-51,-47,-79,1
-58,-42,-60,-76,3
-45,-60,-65,-45,4
-53,-67,-71,-72,2
-53,-69,-65,-69,2
-59,-75,-78,-34,4
-50,-53,-56,-58,3
-30,-40,-52,-77,1
-42,-66,-57,-60,3
-55,-63,-57,-69,2
-52,-65,-72,-41,4
-27,-64,-62,-78,1
-33,-57,-52,-68,1
-52,-67,-30,-74,3
-48,-49,-67,-67,2
-48,-61,-77,-37,4
-52,-68,-58,-44,4
-47,-64,-63,-56,2
-40,-36,-45,-65,1
-53,-55,-59,-81,3
-43,-59,-70,-43,4
-37,-59,-65,-58,2
-59,-49,-59,-76,3
-30,-52,-55,-73,1
-38,-62,-58,-60,2
-62,-68,-44,-69,3
-31,-40,-53,-71,1
-43,-73,-64,-47,4
-55,-59,-73,-57,2
-50,-45,-62,-67,3
-47,-62,-69,-48,4
-40,-38,-51,-61,1
-47,-60,-81,-43,4
-38,-67,-75,-67,2
-34,-39,-43,-59,1
-39,-62,-51,-59,3
-44,-44,-63,-67,3
-37,-65,-64,-65,2
-44,-69,-78,-37,4
-27,-37,-59,-78,1
-57,-65,-30,-80,3
-55,-65,-60,-73,2
-36,-45,-62,-73,1
-58,-66,-60,-34,4
-53,-53,-53,-63,3
-54,-66,-64,-40,4
-27,-63,-44,-62,1
-51,-59,-63,-57,2
-36,-62,-55,-70,1
-48,-51,-51,-75,3
-45,-67,-56,-66,2
-47,-69,-59,-49,4
-41,-64,-61,-73,2
-38,-50,-28,-71,3
-63,-60,-74,-40,4
-39,-36,-49,-79,1
-39,-48,-55,-69,1
-57,-63,-78,-38,4
-50,-71,-62,-54,2
-48,-47,-29,-59,3
-43,-41,-58,-77,3
-43,-71,-71,-43,4
-27,-47,-49,-62,1
-38,-71,-65,-58,2
-52,-50,-46,-76,3
-38,-62,-66,-73,2
-32,-40,-52,-66,1
-45,-64,-57,-50,4
-49,-66,-32,-71,3
-50,-66,-76,-48,4
-54,-63,-73,-68,2
-37,-44,-52,-59,1
-48,-72,-49,-69,3
-48,-62,-63,-45,4
-38,-59,-55,-70,1
-51,-65,-72,-73,2
-34,-52,-61,-77,1
-43,-73,-71,-42,4
-48,-53,-52,-61,2
-43,-60,-48,-59,3
-64,-67,-62,-34,4
-36,-61,-51,-62,1
-48,-70,-68,-67,2
-43,-62,-55,-73,3
-28,-63,-44,-69,1
-53,-50,-44,-64,3
-52,-72,-59,-38,4
-44,-62,-55,-62,2
-52,-63,-66,-44,4
-60,-53,-48,-80,3
-33,-52,-42,-78,1
-49,-59,-57,-54,2
-29,-54,-50,-79,1
-48,-61,-59,-54,2
-61,-68,-63,-82,3
-50,-65,-74,-36,4
-55,-63,-60,-55,2
-38,-56,-30,-81,3
-46,-68,-70,-50,4
-34,-45,-61,-59,1
-39,-50,-75,-55,2
-33,-37,-42,-71,1
-50,-45,-60,-63,3
-44,-63,-81,-45,4
-37,-68,-55,-53,2
-51,-63,-50,-72,3
-33,-61,-40,-78,1
-61,-75,-60,-33,4
-37,-50,-75,-55,2
-45,-66,-58,-46,4
-54,-61,-42,-58,3
-30,-63,-41,-72,1
-46,-47,-56,-82,3
-35,-53,-50,-68,1
-53,-49,-70,-69,2
-47,-65,-68,-48,4
-52,-64,-59,-36,4
-55,-60,-65,-55,2
-38,-44,-51,-66,3
-30,-61,-46,-79,1
-60,-57,-53,-68,3
-50,-67,-73,-73,2
-48,-61,-57,-48,4
-26,-37,-60,-62,1
-48,-60,-60,-77,3
-55,-65,-58,-36,4
-52,-66,-63,-57,2
-39,-47,-61,-78,1
-50,-63,-76,-36,4
-37,-59,-53,-69,1
-51,-51,-46,-63,3
-55,-49,-55,-54,2
-33,-35,-62,-75,1
-53,-55,-59,-54,2
-49,-73,-78,-40,4
-56,-65,-47,-83,3
-61,-59,-81,-42,4
-37,-65,-50,-68,3
-47,-58,-64,-68,2
-30,-41,-59,-77,1
-52,-70,-67,-71,2
-52,-64,-72,-33,4
-26,-63,-56,-71,1
-39,-73,-63,-71,3
-53,-41,-40,-76,3
-38,-43,-53,-72,1
-44,-62,-78,-36,4
-38,-54,-52,-58,2
-40,-58,-58,-72,2
-50,-74,-65,-36,4
-55,-66,-44,-67,3
-29,-52,-50,-78,1
-30,-60,-46,-60,1
-42,-63,-63,-75,3
-53,-54,-63,-73,2
-48,-62,-80,-33,4
-33,-60,-43,-79,1
-43,-68,-63,-45,4
-46,-44,-53,-62,3
-50,-66,-67,-69,2
-27,-61,-42,-69,1
-45,-68,-67,-40,4
-52,-50,-55,-57,2
-52,-66,-51,-69,3
-62,-75,-65,-33,4
-41,-64,-64,-60,2
-41,-55,-60,-80,3
-26,-54,-62,-61,1
-45,-63,-70,-65,2
-63,-68,-65,-41,4
-39,-38,-56,-59,1
-36,-41,-64,-64,3
-47,-60,-73,-69,2
-57,-59,-57,-49,4
-38,-57,-56,-70,3
-31,-48,-46,-71,1
-35,-43,-47,-70,1
-36,-69,-55,-79,3
-39,-70,-53,-54,2
-49,-61,-62,-45,4
-44,-56,-64,-66,3
-46,-59,-60,-73,2
-47,-64,-78,-42,4
-31,-63,-48,-74,1
-54,-69,-60,-43,4
-41,-46,-36,-63,3
-47,-62,-61,-63,2
-31,-36,-55,-73,1
-33,-45,-57,-70,1
-48,-64,-77,-35,4
-56,-46,-37,-78,3
-55,-71,-65,-55,2
-38,-56,-66,-73,2
-39,-46,-44,-78,3
-32,-43,-43,-65,1
-59,-68,-64,-46,4
-40,-70,-73,-60,2
-59,-49,-28,-62,3
-38,-35,-52,-78,1
-48,-70,-60,-36,4
-58,-41,-53,-63,3
-26,-46,-61,-59,1
-60,-69,-60,-42,4
-49,-65,-53,-56,2
-41,-68,-73,-66,2
-45,-75,-69,-39,4
-28,-45,-54,-76,1
-61,-55,-56,-78,3
-39,-47,-54,-79,1
-63,-61,-76,-36,4
-49,-54,-59,-53,2
-63,-71,-46,-75,3
-44,-71,-77,-50,4
-57,-50,-59,-68,3
-52,-54,-73,-71,2
-26,-46,-57,-72,1
-45,-67,-50,-69,3
-35,-48,-55,-60,1
-54,-53,-71,-60,2
-49,-62,-67,-44,4
-55,-70,-68,-34,4
-46,-61,-65,-68,2
-51,-74,-38,-78,3
-40,-57,-52,-62,1
-40,-53,-51,-54,2
-62,-66,-74,-35,4
-61,-70,-40,-77,3
-29,-61,-55,-61,1
-50,-68,-72,-50,2
-27,-51,-47,-61,1
-57,-63,-80,-36,4
-62,-43,-44,-81,3
-47,-70,-69,-44,4
-55,-51,-60,-73,2
-47,-47,-34,-75,3
-40,-40,-41,-66,1
-52,-54,-57,-63,2
-52,-59,-79,-39,4
-34,-55,-56,-60,1
-43,-42,-43,-61,3
-64,-75,-79,-37,4
-57,-57,-41,-59,3
-26,-38,-47,-63,1
-42,-64,-72,-61,2
-55,-62,-53,-53,2
-46,-68,-60,-36,4
-35,-62,-43,-75,1
-47,-60,-37,-67,3
-37,-35,-41,-68,1
-41,-68,-30,-72,3
-47,-68,-64,-34,4
-51,-52,-63,-64,2
-64,-61,-79,-43,4
-55,-67,-56,-67,2
-62,-58,-32,-68,3
-30,-65,-54,-64,1
-59,-63,-42,-63,3
-54,-72,-73,-35,4
-39,-36,-59,-72,1
-47,-60,-72,-60,2
-32,-43,-47,-63,1
-43,-48,-46,-77,3
-47,-55,-55,-69,2
-59,-72,-82,-41,4
-62,-51,-47,-76,3
-52,-70,-60,-39,4
-25,-60,-53,-80,1
-45,-55,-66,-67,2
-36,-61,-32,-59,3
-34,-48,-54,-78,1
-44,-69,-72,-46,4
-47,-71,-72,-57,2
-59,-74,-61,-36,4
-54,-60,-62,-72,2
-31,-36,-56,-59,1
-50,-68,-33,-76,3
-46,-60,-79,-41,4
-54,-67,-75,-58,2
-58,-65,-30,-74,3
-32,-36,-50,-60,1
-44,-69,-80,-39,4
-42,-70,-69,-51,2
-59,-57,-29,-82,3
-26,-36,-54,-59,1
